,Model-0,Model-1,Model-2,Model-3,Model-4,Model-5,Model-6,Model-7,Model-8,Ave,Insample,SalvaBench,CRPS,DF_0.1,CRPS-LR,CRPS-MLP,SalvaBench-LR,SalvaBench-MLP,DF-LR_1
21,0.05000006435956798,0.28999999270723265,0.08000000000652144,0.24384615400767076,0.20999999222966015,3.0554942344359974e-09,6.065954376322115e-10,2.3228850101327575e-10,0.34999999993223774,0.08993761649335032,0.01999996890451104,1.706811898428636e-10,1.3246516671008252e-12,8.736838057038804e-10,2.8970578088131508e-11,1.0190733692516561e-11,3.354460463696781e-12,2.606477892985411e-10,6.5046711025464296e-09
22,0.020000000130193877,0.25000000020420654,0.04999999452354504,0.17285714281428202,0.3122222591650093,2.0497685294652082e-10,1.112777791870962e-10,6.092249257680157e-11,0.06799998803147231,0.03834277048773823,0.010000000508611356,5.0863753975622265e-11,1.0880285719565858e-12,5.589873307116572e-10,1.230516691682102e-08,2.027118666139956e-10,1.3331850960792372e-11,3.228112346158692e-10,7.746129735432214e-10
23,0.029999999643992102,0.18749991050703615,0.010000009659309661,0.03000314644973468,0.18428571433499066,2.0497685294652082e-10,1.112777791870962e-10,0.0,0.06799998803147231,0.010000000547645424,6.737084797401611e-10,1.380427581952738e-08,1.55675334933163e-10,4.812028745939511e-10,4.865314879502657e-12,1.7007517722389452e-12,4.058805221434633e-12,5.6021318169934514e-11,1.3136722012740624e-11
24,0.029999999643992102,0.18749991050703615,0.010000009659309661,0.03000314644973468,0.030000000892340197,0.0037500140874790824,6.169288143737276e-11,0.0,0.029999999869813335,0.01379830405474102,3.7142514316786816e-10,2.9877330769855384e-10,7.02657974715652e-13,3.138012242899352e-10,1.8253593933587755e-10,1.4613493086520672e-09,1.769973270966002e-10,5.275557204494011e-09,2.878300284271216e-11
25,0.029999999643992102,0.28999999270723265,4.0185506815495364e-10,0.010000000079443102,0.01999999988652659,1.7536286532028552e-10,3.1035912311254577e-10,2.3228850101327575e-10,0.040000011889509274,0.012536872031607981,0.0030102615406042113,4.227132152888234e-09,2.1765677107224475e-09,6.571520403369259e-10,1.8574360894526694e-10,5.826664094176288e-11,3.1834524081826705e-11,5.636754293278508e-12,7.39919447517585e-13
26,0.05550000697886842,0.28999999270723265,6.173950151004154e-10,1.0746883819172905e-10,1.24095793961842e-10,5.052156079792351e-11,3.1035912311254577e-10,2.3228850101327575e-10,6.837676056078148e-11,4.997283245865232e-10,3.977225141875642e-10,3.8454789121227764e-11,2.5070539770800374e-11,4.4814713925722823e-10,5.7315427026116204e-12,2.9930785762397276e-11,3.2749358668385995e-11,9.944463156151885e-11,1.0528524895852242e-10
27,0.029999999643992102,0.28999999270723265,3.407347605890304e-10,5.23444889616953e-10,1.24095793961842e-10,1.526987424998745e-10,3.3040564754106145e-11,2.3228850101327575e-10,0.04090913848121522,0.009999989310227823,3.946477719754399e-09,8.019978228249559e-10,3.209188106971903e-09,4.06992583188043e-10,2.219591929892946e-08,8.395956886479897e-11,7.243384482847582e-11,1.1330938155506194e-10,4.919494174977245e-10
28,0.05550000697886842,0.28999999270723265,2.0578228645144835e-09,1.9872370121907258e-11,7.1496022734755124e-12,1.526987424998745e-10,3.3040564754106145e-11,2.3228850101327575e-10,0.06999995209959957,0.009166455799695286,1.092005024646527e-09,6.489182391366065e-10,6.404189099791605e-10,3.510782299677703e-10,3.6026565713813266e-11,4.771961234371663e-11,6.273124271204563e-11,2.824321660617962e-10,2.9206146631522914e-09
29,0.040000000105515646,0.28999999270723265,2.0578228645144835e-09,1.9872370121907258e-11,0.04000000003531697,0.010000002782818363,1.5099278792053942e-09,1.6672976147970302e-09,0.06999995209959957,0.01999999789833556,0.010000000080097635,0.009999999956840045,7.16237253136155e-09,0.00507827344062561,3.4522852441575365e-10,1.5807608080543824e-06,0.013696300280109569,0.009999999988768809,1.767604548179063e-10
30,0.11000000088878321,0.28999999270723265,4.419845244798496e-08,0.0065000045733016225,0.029999991759432198,0.020000002493624998,0.03000000025622473,2.3228850101327575e-10,0.2557142903143381,0.040000022909077684,0.030000026858496034,0.01335307588372624,0.02000000011138545,0.020000000130718596,0.019999960943490477,0.01600236473265598,0.022820112730920827,0.024070906456764078,0.019999999974573416
31,0.1899999611161753,0.250000001529522,0.08454549498064735,0.09999999691406934,0.17000000179867414,0.029999978714046298,0.020000028690120148,1.6672976147970302e-09,0.14249997639895368,0.09000002599924165,0.054492608432808336,0.02193102144052327,0.020835247280105433,0.029999719606104907,0.02146876596843866,0.020000000055769386,0.03000000113881658,0.023581257261200708,0.028487928588952386
32,0.10000001523307708,0.24999945362152357,0.11777777831057536,0.24000000051653358,0.17000000179867414,0.06333338539389469,0.0942857145770606,7.273803239524681e-10,0.21999999943981588,0.13000001474567935,0.10332648302950961,0.04000000005645146,0.07000000002175494,0.0700000000360963,0.07000000013318478,0.04540199239472488,0.07999999758510037,0.07931241198100149,0.07000000006608657
33,0.11545454636101088,0.42009540660326883,0.12923042098941653,0.29999540398075186,0.49999984948905146,0.06799998576900645,0.08999999451570707,9.439333584926198e-11,0.580000000552036,0.19380860073106398,0.10000000071187766,0.01862667122881068,0.07000000001500037,0.07000000001794968,0.07000000045858229,0.04176024805668187,0.06999999999736986,0.0700000028005065,0.07000000001338659
34,0.060000030875394086,0.14000000826099124,0.22000010314453206,0.3900000000467516,0.3399999951034763,0.05954448556768459,0.05045715201180183,0.026666678469629734,0.5300000001290556,0.1488791025888831,0.09999999996832855,0.05880764547226914,0.06250215402101233,0.0700000000004766,0.060000002498956054,0.05999384115680351,0.06000000063265084,0.05999999999061575,0.06999999956214369
35,0.14999999998194039,0.10000000007842967,0.22000010314453206,0.3900000000467516,0.3399999951034763,0.030000000127587495,0.02000000394512065,8.605989781201048e-11,0.8428571380885759,0.1500000001854644,0.06883537229998021,0.027351846808692428,0.030000002126520355,0.03962844544073944,0.02999999994158825,0.020000027081642228,0.029999999944701806,0.030000001518666775,0.030000000351362098
36,0.14999999998194039,0.019997443540159945,0.1999999995031229,0.360000000118308,0.5300000889004786,0.04008356606409213,0.04000000007805978,0.0,0.9399998438040879,0.15913502713207245,0.07000000171359806,0.029999997958994808,0.0399999999992749,0.04224213200714381,0.029999991042484072,0.029999999176071365,0.029999999624661676,0.04000000007296411,0.03625194097535073
37,0.14999999998194039,0.010000007813954158,0.10928278175654947,0.3800003388547931,0.5758823530009205,0.04008356606409213,0.04000000007805978,1.7775891623605003e-12,0.6500000208324828,0.12556041297377882,0.05999998143507308,0.030000000201275356,0.03999999999392233,0.04000000006843372,0.029999973397915655,0.03000000001032315,0.02999999999802859,0.04000000017980564,0.030000004291580916
38,0.08000000017524837,6.8725010403831175e-09,0.10928278175654947,0.3800003388547931,0.5300000889004786,0.11000003577917405,0.10000000152787139,4.5974542762020955e-10,0.8019999141678619,0.1599999998828849,0.10000001404853565,0.07154610513096187,0.09459947575777569,0.099999999998832,0.060000000008999826,0.06356558340471523,0.06007380662483741,0.10000000413032613,0.07467725163051016
39,0.1600000016891022,9.364101661129094e-11,0.10928278175654947,0.3800003388547931,0.5300000889004786,0.07000011134749548,0.11000002474346106,0.0,0.5578947369390499,0.1400000055075116,0.09999994314131508,0.04852726496947592,0.07000000093145127,0.07000001346068503,0.05263017898779325,0.05817260416714224,0.044361156576679245,0.07000000003214236,0.0699999999803288
40,0.16000001741813225,2.0758402245462904e-10,0.10928278175654947,0.3800003388547931,0.3399999951034763,0.19699999925890477,0.13999997759541158,0.030000003260198704,0.5578947369390499,0.17711718771087723,0.1499999999937548,0.1500000000035103,0.14212326474083561,0.14999999998757826,0.13632251901939146,0.13938824948221504,0.13999999940069782,0.1500000059194383,0.14000000517203381
41,0.1399999989120699,2.0758402245462904e-10,0.10928278175654947,0.3800003388547931,0.3399999951034763,0.16999999222766612,0.10000018435638856,0.009999998754584502,0.5578947369390499,0.1600000008453575,0.129995779249085,0.13000000000020476,0.12000000015460975,0.1299764394956205,0.11999525283621369,0.11999999604209395,0.12000000335327649,0.13000000123786062,0.12000001376699516
42,0.2799999813309887,0.0299999975140661,0.1999999995031229,0.360000000118308,0.07999952642910238,0.16999999222766612,0.10000018435638856,0.08444445072093991,0.48000000606536075,0.17999999987796897,0.15638491893721987,0.14999997191596387,0.1390461986463466,0.1478901206643467,0.14000001095758471,0.13673231529099736,0.12999999315187155,0.13110798887478728,0.14132555033606586
43,0.15999997595763404,0.010000003639181172,0.1999999995031229,0.360000000118308,0.5004761953613354,0.16999999222766612,0.10000018435638856,0.07124999731678243,0.4300000030382463,0.18999999993713718,0.16924257305625226,0.14808914999274095,0.14428275680465089,0.15534558856750513,0.1400000003930053,0.14062832477773607,0.12999999885823357,0.1361914008918749,0.14051905954589627
44,0.31499999542348067,0.010000003639181172,0.1999999995031229,0.360000000118308,0.5500000034730731,0.16999999222766612,0.10000018435638856,0.16300088984575017,0.4299999997336966,0.20977217657551606,0.18000000326027257,0.1699999884083457,0.169999997735061,0.1699999999544271,0.16410802899827043,0.16581498334190725,0.14548972102635374,0.14996701693668174,0.16961769081584618
45,0.27008208518820676,0.07000000804523586,0.22000010314453206,0.3900000000467516,0.5500000034730731,0.17000000110628266,0.14000014450221465,0.09999985526411635,0.6600000000672529,0.24999999066987316,0.18395387105357391,0.1699999999966252,0.1604358804348781,0.16999999973793928,0.15000000002202693,0.15147960772325048,0.16000000135496328,0.16999999937639823,0.15000018552459346
46,0.17857139695460383,0.08900000652596024,0.21999998989786576,0.47000000415276044,0.5470000185898015,0.09000000343821551,0.1000000000879625,0.07000002554368456,0.36375000014383874,0.1899999264623203,0.13000001637532674,0.08999999981446966,0.10000000001452894,0.10000009607374977,0.0900000045132806,0.090000005090497,0.09000000169084835,0.09000000021514351,0.09000000318376271
47,0.14992866398538748,0.09000000059536813,0.4874999057238534,0.40999999874475135,0.37992476554211313,0.09000000343821551,0.1000000000879625,6.5746632711235594e-09,0.21999999943981588,0.1500000041300474,0.1213735513874823,0.08142512903474462,0.0900000001113946,0.09000000089804369,0.08000000622344397,0.08006108637823822,0.08999999953993751,0.09000000005789845,0.0771677130180092
48,0.2114285683735956,0.13000000014396912,0.41001101088945013,0.3400011229814549,0.21230774364494476,0.11999998772450493,0.10000002991420949,7.771375340541954e-11,0.06357143955626925,0.13000000003289888,0.11000000031135565,0.09000007014686001,0.09191092960011742,0.09956009394585229,0.09000000001653098,0.09000000022877572,0.11000000002881806,0.11000000009277286,0.08000325775132625
49,0.23000000026676878,0.030000000029847748,0.1329999921384229,0.1500000093640027,0.21230774364494476,0.31083333232719806,0.1099999881012826,1.2547091481449423e-08,0.06357143955626925,0.09999994775303116,0.10935298560528654,0.25435133754252814,0.13479822901118857,0.1447616133276883,0.15832668914896214,0.19523878415830745,0.2799999998918539,0.27999999997640884,0.14403141995723073
50,0.2600003876820677,0.0500000971763785,0.06526321487750998,0.07004200348709466,0.09000000327973864,0.1630769259438754,0.16000003051474823,1.7830264125594392e-09,0.006999988809825891,0.07999999962137122,0.10039870971170038,0.13999999716214956,0.11469830623338335,0.11224585059788014,0.13999686787126744,0.13999998862532834,0.14110199873505574,0.1597978340641553,0.12123932064227311
51,0.120000000080156,0.0500000971763785,0.04999999999751206,0.049999998688269945,0.029999991759432198,0.12999997094347254,0.1300000000053149,0.0,0.027500142081399323,0.04999999993501861,0.0573928254635987,0.09543254551399813,0.08463649196009937,0.08008664865684281,0.09800582588868748,0.09000000123152006,0.11999999998687594,0.12789647039861937,0.08013265777964226
52,0.120000000080156,0.08900000652596024,0.04999999999751206,0.049999998688269945,0.04000000003531697,0.0500000078386401,0.059999999696819906,0.0,0.027500142081399323,0.0499998664051828,0.049999964924940445,0.04000000185309104,0.047270145495007666,0.04473358606938551,0.049999994754863046,0.040000032548473355,0.05000000000768997,0.05000000001763342,0.04000000002251474
53,0.120000000080156,0.08900000652596024,0.03999999944280306,0.049999999971307434,0.04000000003531697,0.0500000078386401,0.059999999696819906,0.0,0.05300000979839932,0.04964545452452685,0.04801319282110253,0.040000001595510884,0.046330322496128624,0.04392986176149556,0.049999999978656465,0.040000000059256455,0.05000000015202669,0.05000000007222919,0.04000000007045897
54,0.120000000080156,0.08900000652596024,0.03999999944280306,0.049999999971307434,0.04000000003531697,0.05008820064812866,0.04000000087235103,0.0,0.05300000979839932,0.04000000248085317,0.04000000074995085,0.04999999990218827,0.03999999674907101,0.04000000028723922,0.040000000037509066,0.0399999938283166,0.05000000160407186,0.05000000003281326,0.03387992209851866
55,0.09000026622964158,0.08900000652596024,0.010000239691213044,0.0020000708802501523,0.04000000003531697,0.0500000078386401,0.059999999696819906,0.0,2.9899182129231943e-09,0.030000000106174877,0.03998978803226625,0.04000001912149148,0.04000000034008404,0.04000000019487519,0.045900906436070046,0.04000000001423631,0.05000000000321075,0.05000000047399236,0.040000000014931335
56,0.009999996649956985,0.08900000652596024,0.04000006838232673,0.019999999941841876,0.12000000265526259,0.010000000013326371,1.4608281272677383e-08,0.0,1.7250241030980494e-10,0.010000008467389144,0.009999998873550893,0.009999999989180433,0.00046327298710354385,0.009999991763092273,0.0015236068634351132,0.0060421118584554874,0.010000006245755212,0.010000000510725367,5.822765029485236e-07
57,0.05550000697886842,0.041428560209959775,0.08333339954843547,0.13000000099656242,0.27999995371508696,0.029945306945294972,0.02000000036374731,0.0,0.023333333156510726,0.04000000032741256,0.029999915511274095,3.7570157202721373e-10,1.8689693800517915e-07,5.636944845431981e-08,0.0029609382936612656,4.560757696806336e-09,0.01999997687512395,0.020000000273607346,4.9537640676165194e-11
58,0.33000000003236707,0.07000000013063924,0.0815385822484438,0.19000243460509667,0.3399999951034763,0.0,0.0,1.9206806117640256e-09,0.023333333156510726,0.030000005608841574,5.893668197301211e-10,2.139706881098859e-12,3.2296987486778897e-10,4.96080982629534e-11,2.516804536909885e-11,6.036362024859257e-11,2.8018454052424817e-13,2.18494981576952e-11,2.045801052621667e-09
59,0.399943046117585,0.3529999930859733,0.0815385822484438,0.19000243460509667,0.5004761953613354,4.847514795899132e-11,1.5664351885521466e-10,0.0,2.5172300961935175e-10,0.07999999117085682,2.7888868906685074e-10,1.5656325379680857e-11,9.325271613732005e-12,2.9358591726511346e-11,4.064803190805749e-12,8.02134893167357e-11,2.966299042075489e-11,9.399582049900071e-11,3.7270212180915164e-11
60,0.2799999813309887,0.4099999995209296,0.08923034524550108,0.26214355985961224,0.45000262359728116,0.06666666718159804,0.019999937285310455,1.7775891623605003e-12,0.010000001553006883,0.11999999940259694,0.06830909547227917,0.03999980242137884,0.0300000000099877,0.030000002056564827,0.027277051875352835,0.02999999919426743,0.05393457736484076,0.04000000015971085,0.029999993690455588
61,0.2700001997297472,0.2000000001923946,0.11000002118151911,0.25000004169830947,0.45000262359728116,0.2700000158977479,0.2974996981490603,6.386183230451515e-05,0.48000000606536075,0.2600000136360995,0.2500004327828079,0.230768076187656,0.2544977671338891,0.25521108423438277,0.23000000002158247,0.2310051776942766,0.25000000248247717,0.26999999997943885,0.23106001930500938
62,0.4600004663488069,0.2000000001923946,0.11000002118151911,0.25000004169830947,0.4699350129564875,0.25000297295714086,0.27999999664073233,0.21416666675668072,0.9399998438040879,0.32275186401582384,0.2841694735146685,0.2500000046013391,0.26000000718832283,0.2600000000196701,0.25999926527173645,0.2560861712572525,0.2500000000335822,0.2599999999427653,0.25999999999328915
63,0.4199999998819944,0.3699999991625546,0.21782608965689812,0.31000000092573826,0.46187499407448257,0.22000000482547202,0.28000000159090777,0.5020000000277338,0.9399998438040879,0.36000000149086275,0.30000000004773686,0.23999999994739507,0.27000000329110607,0.2700000000122185,0.2699894211621818,0.2629258579417972,0.24000000000395186,0.24000000592042733,0.2668481594307238
64,0.619999964221026,0.6983333323968158,0.21782608965689812,0.31000000092573826,0.46187499407448257,0.3800000001648993,0.4039999994940706,0.5020000000277338,0.9399998438040879,0.48782071994268256,0.45192672351096086,0.3800000660241509,0.40645991700700485,0.40857609703272685,0.39155729936266387,0.3963434742044892,0.409386392845628,0.3899999999516657,0.401844063730375
65,0.700000079938315,0.6983333323968158,0.2799999979560174,0.34750000077054194,0.46187499407448257,0.4138461265373675,0.40000000004781283,0.5020000000277338,0.8230767095752435,0.4999999927870412,0.4699999997626968,0.4245538966949359,0.43029730107880065,0.4393283868687225,0.4225982569744326,0.4301506886862339,0.4599999999405537,0.4200000379238944,0.4399999811843846
66,0.78090909056328,0.5300092126202635,0.2799999979560174,0.34750000077054194,0.6022221634452622,0.4138461265373675,0.40000000004781283,0.7043749805483728,0.5481818196363033,0.49260754113519156,0.4714621087792001,0.44462013426402164,0.4534722658962943,0.4560308516215616,0.4599994054981759,0.4598880838808992,0.45999999907716477,0.4224346145430191,0.4600000779507806
67,0.78090909056328,0.6983333323968158,0.2799999979560174,0.34750000077054194,0.6022221634452622,0.4138461265373675,0.40000000004781283,0.7828571241073242,0.5481818196363033,0.5161995646736702,0.48714114520983415,0.44198783268633246,0.45999767328125263,0.4599999998422614,0.4600025652180621,0.4600016411170862,0.4700000000318522,0.4253813261684795,0.4652889301328225
68,0.78090909056328,0.7099999889357853,0.2799999979560174,0.3890910358000399,0.8699999992346337,0.5399999999674456,0.4971429197532456,0.7043749805483728,0.5481818196363033,0.5914839326240827,0.5880997403484988,0.5569539462549442,0.5535165609903044,0.5574712465498008,0.5457092718748685,0.5499999865166237,0.5899999603645902,0.5399999868196307,0.5615169899158295
69,0.78090909056328,0.6537499996005774,0.6800000233005679,0.7837499999124754,0.6281818077971812,0.49437499992909234,0.4971429197532456,0.6599991504137557,0.5481818196363033,0.6299999684757687,0.5975713096311975,0.5399999954667153,0.5400000095558942,0.5417424994750689,0.5500000000206952,0.5470763221585945,0.5400000000506823,0.5077932009049841,0.5433214137773642
70,0.6938466081252839,0.6566664255168074,0.8499999349953091,0.7837499999124754,0.6281818077971812,0.47000012617169684,0.5199999658841723,0.5900000271998257,0.4200000004137439,0.594861404025649,0.5699999949936759,0.48000118462745883,0.5109885519694627,0.5100001475212745,0.5199981928716857,0.5100000028448498,0.4821384009359922,0.4799999985425934,0.5100000000106029
71,0.6938466081252839,0.6979999551267559,0.5689999983136177,0.4419999734651217,0.62000000005626,0.47000012617169684,0.5199999658841723,0.5957692297635974,0.4028571442673162,0.5600000020130692,0.5381708249315235,0.48000000266601234,0.5100000000542106,0.5099999987781649,0.5099999999829801,0.508228189028006,0.48000000154892425,0.47850952740440444,0.5089098559554494
72,0.730000000129585,0.7068420388333068,0.2100000015003525,0.1799996074117938,0.5100000368544136,0.4199999999704887,0.5099996683485422,0.5957692297635974,0.5616666660437183,0.47000000125446667,0.4831899896643446,0.43639083456541333,0.4828653147142757,0.4737056149876046,0.4699999907480934,0.46762684820466494,0.43671090373497573,0.4260419215461348,0.4800346882413072
73,0.730000000129585,0.7068420388333068,0.06000000028910584,0.1141666347288256,0.19000000006564027,0.6731818398799251,0.5099996683485422,0.662068965567978,0.5616666660437183,0.41573769905004543,0.5033235684967461,0.6699972579460833,0.5871544592501221,0.5919611551145484,0.6300000027082052,0.6318266180608624,0.6702892593210115,0.6594990487596878,0.6500000000038605
74,0.3433333212865004,0.7787151221352098,0.060091012535831045,0.13994052161141968,0.2180000040396478,0.6527027028683184,0.6413888905151274,0.662068965567978,0.5926666677357869,0.4240235565779946,0.5100003891016998,0.640000046446785,0.6148359679510298,0.6099999999680809,0.6300092601725541,0.6300002396084409,0.6613717505212724,0.6499999999873275,0.6400000000355803
75,0.41285714523290984,0.7700000001042677,0.1700000984859818,0.2500000000901082,0.1300000301057803,0.5580000001346641,0.4900000271092389,0.6275000654132381,0.5926666677357869,0.41666068222356883,0.46999999634509143,0.5691635517913041,0.5264108372118714,0.5243162056657025,0.539966611700941,0.5400000222956252,0.5791762339416096,0.5400000005341823,0.5537435691175272
76,0.17500017612340144,0.7700000648361419,8.446149343042156e-11,8.344387292492591e-08,0.09000000002130638,0.6300000003338851,0.6787058715512229,0.5499999987495303,0.41000000044148344,0.31061007829979165,0.4346694257082542,0.6000000082360765,0.5715440589693613,0.5578131889364256,0.5988718379996063,0.5974518182419629,0.6353066726383698,0.6391164847185258,0.5999999994838543
